EN         DATA       DATA-ERR
MEV        MB         MB
6.48       6.13       0.16
6.74       13.10      0.32
7.01       16.21      0.41
7.28       15.08      0.43
7.55       18.95      0.54
7.83       20.84      0.61
8.28       27.59      0.76
8.73       33.67      0.95
9.20       46.94      1.39
9.82       69.23      1.95
10.46      95.56      2.84
11.12      149.62     4.39
11.80      258.44     6.96
12.49      295.00     9.02
13.21      225.60     8.89
